block_number,time,number_of_twetches
532109,1541082932,0
532607,1545526511,0
532160,1565172003,0
532524,1557471024,0
532133,1528289069,0
532085,1567738866,0
532010,1559726241,0
532531,1543024404,0
532058,1568797645,1
532024,1569398222,21
532111,1570533938,11
532492,1540299209,0
532012,1555419937,0
532013,1572428944,4
532333,1529834800,0
532094,1569768638,1
531983,1562253316,13
532022,1569008438,13
532248,1555027717,0
532538,1537101547,0
532046,1571792489,30
532048,1552394017,0
532002,1523151794,0
532530,1521069377,0
532545,1538961861,0
532049,1552394437,0
532003,1523151957,0
532377,1560297384,0
532121,1541173398,0
532016,1552703137,0
532344,1524701575,0
532152,1566089183,0
532158,1560684556,0
532019,1564750958,1
532058,1571991188,0
532122,1541174340,0
532156,1550222284,0
532169,1535612859,0
532642,1547152661,0
532277,1563164903,2
532608,1545526824,0
532525,1557471150,0
532011,1559726304,0
532609,1545527351,0
532066,1566333346,1
532532,1543024949,0
532526,1557471870,0
532169,1531896886,0
532134,1528289767,0
531984,1564423874,2
531982,1558896126,0
532493,1540299342,0
532059,1568798495,0
532086,1567740148,10
532025,1569399290,26
532095,1569768679,1
532334,1529835169,0
532036,1555556059,0
532013,1555420177,0
531984,1562254217,15
532112,1570535378,6
532539,1537102086,0
532023,1569009113,13
532249,1555028013,0
532435,1556427452,0
532133,1551359701,0
532004,1523152278,0
532531,1521069821,0
532052,1553588168,0
532029,1558651954,0
532050,1552395951,0
532546,1538962314,0
532014,1572430360,4
532157,1550222605,0
532170,1535612885,0
532153,1566089266,0
532123,1541174816,0
532610,1545527666,0
532012,1559726452,0
532533,1543024953,0
532527,1557472019,0
532161,1565172199,2
532643,1547154261,0
532135,1528289867,0
532345,1524703246,0
532159,1560685224,0
532020,1564751421,7
532170,1531898530,0
532047,1571792798,3
532378,1560298697,0
531983,1555611273,0
532017,1552704577,0
532278,1563166246,11
532067,1566334515,22
531985,1564425010,0
531983,1558896197,0
532087,1567740232,1
532335,1529835468,0
532110,1541083473,0
532494,1540300477,0
532096,1569768913,1
532060,1568799165,4
532059,1571992691,9
532014,1555420598,0
532540,1537102401,0
532026,1569399316,19
532250,1555028022,0
531985,1562254877,8
532005,1523152733,0
532134,1551360122,0
532532,1521070412,0
532113,1570535858,0
532436,1556428472,0
532024,1569009737,14
532030,1558651968,0
532053,1553588317,0
532051,1552397259,0
532547,1538962870,0
532158,1550222942,0
532171,1535612931,0
532159,1550223067,0
532611,1545527847,0
532528,1557472050,0
532644,1547154461,0
532154,1566089333,1
532346,1524703457,0
532136,1528290093,0
532534,1543026024,0
532155,1566089373,2
532612,1545529412,0
532021,1564751719,1
532160,1560686472,0
532379,1560299173,0
532015,1572430980,2
532124,1541176218,0
532048,1571792929,1
532018,1552706319,0
532037,1555556402,0
532336,1529835811,0
532068,1566334539,0
532162,1565173219,27
531984,1558896937,0
532097,1569768931,0
532495,1540300544,0
532279,1563167843,9
532098,1569769045,0
532015,1555421022,0
532027,1569399320,0
532541,1537103872,0
532060,1571992695,0
532533,1521070956,0
532006,1523154337,0
532437,1556428777,0
532114,1570535904,0
532052,1552397301,0
532135,1551361561,0
532172,1535613074,0
532645,1547154820,0
532534,1521071514,0
532013,1559727009,0
532156,1566089383,0
532171,1531898683,0
532347,1524703734,0
532613,1545530714,0
532535,1543027163,0
532380,1560299207,0
532548,1538963827,0
532161,1560687016,0
532054,1553588857,0
532137,1528291766,0
531986,1562255905,23
532031,1558652867,0
532160,1550224324,0
532125,1541177178,0
532049,1571792957,0
532251,1555028681,0
532337,1529836697,0
532038,1555556437,0
532088,1567741254,7
532022,1564752681,22
532496,1540301632,0
531985,1558897420,0
532019,1552708237,0
532529,1557472348,0
532016,1555421617,0
532646,1547155242,0
532061,1568800658,7
532069,1566334570,3
532438,1556429732,0
532136,1551362348,0
532614,1545531168,0
532173,1535613462,0
532053,1552398638,0
532536,1543027602,0
532381,1560299301,0
532549,1538963890,0
532535,1521072247,0
532115,1570536058,0
532280,1563168616,4
532055,1553588917,0
532138,1528291806,0
532542,1537105446,0
532172,1531899752,0
532014,1559727539,0
532173,1531899861,0
532061,1571992891,0
532007,1523155887,0
532162,1560687338,0
532028,1569399589,10
532161,1550224803,0
532348,1524705712,0
532016,1572433118,6
532050,1571793002,0
532338,1529836881,0
532252,1555030777,0
532032,1558653504,0
532126,1541178108,0
531987,1562256469,13
531986,1558897482,0
532089,1567741348,2
532530,1557472426,0
532020,1552709797,0
532163,1565174649,10
532647,1547156147,0
532497,1540302328,0
532111,1541083829,0
532157,1566090669,5
532099,1569770122,7
531984,1555612282,0
532615,1545531387,0
532537,1543027680,0
532538,1543027763,0
532137,1551362402,0
532536,1521072418,0
532138,1551362588,0
532070,1566334765,2
532537,1521072565,0
532056,1553589710,0
532538,1521072633,0
532174,1535614325,0
532550,1538964372,0
532174,1531900181,0
532023,1564753101,5
532439,1556431738,0
532139,1528292344,0
532551,1538964790,0
532015,1559728139,0
532024,1564753160,0
532062,1568801020,5
532349,1524705989,0
532039,1555557277,0
532281,1563168988,6
532008,1523156783,0
532116,1570536338,0
532253,1555030983,0
532033,1558653590,0
532339,1529837100,0
532552,1538966044,0
531987,1558897701,0
532090,1567741370,1
532051,1571793053,0
532163,1560688452,0
532021,1552710439,0
532127,1541178498,0
532029,1569399820,7
531988,1562256617,6
532648,1547156623,0
532649,1547156800,0
532650,1547156863,0
532498,1540302689,0
532025,1569012988,31
532616,1545532492,0
532539,1543028183,0
532617,1545532707,0
532017,1555423237,0
532139,1551363964,0
532539,1521072646,0
532543,1537105566,0
532175,1531900441,0
532158,1566091167,2
532071,1566334865,1
532382,1560299747,0
532162,1550225018,0
532016,1559728164,0
532163,1550225053,0
532017,1559728194,0
532383,1560299776,0
532164,1565176279,8
532140,1528292744,0
532175,1535614981,0
532054,1552398690,0
532440,1556435372,0
532009,1523156867,0
532531,1557472720,0
532057,1553590177,0
532350,1524706713,0
532034,1558653796,0
532091,1567741489,0
532282,1563169456,3
532651,1547156905,0
532340,1529838677,0
532254,1555031073,0
531986,1564427028,5
532499,1540302855,0
532128,1541179758,0
532553,1538968156,0
532052,1571793158,0
531988,1558899269,0
532030,1569399985,4
531989,1562257139,12
532164,1560691593,0
532618,1545532796,0
532017,1572436058,5
532540,1543028789,0
532140,1551364023,0
532022,1552710577,0
532040,1555559317,0
532544,1537105657,0
532164,1550225103,0
532384,1560299846,0
532165,1550225109,0
532176,1531901124,0
532540,1521073601,0
532018,1559728440,0
532041,1555559738,0
532117,1570537118,3
532545,1537106466,0
532165,1565176519,3
532141,1528293521,0
532055,1552398878,0
532532,1557472773,0
532441,1556436697,0
532652,1547157162,0
532010,1523158638,0
532341,1529838714,0
532283,1563169516,0
532063,1568802458,15
532035,1558654037,0
532018,1555424437,0
532351,1524708418,0
532159,1566091945,4
532112,1541085557,0
532026,1569013556,11
532058,1553591377,0
532100,1569773738,28
532255,1555034141,0
532092,1567742200,10
532025,1564756099,29
532072,1566336046,19
532554,1538968288,0
532053,1571793192,0
531990,1562257216,2
532129,1541180497,0
532619,1545533005,0
532500,1540304308,0
532141,1551364620,0
532023,1552711134,0
531989,1558901515,0
532541,1543031184,0
532176,1535615105,0
532019,1559728476,0
532542,1543031209,0
532385,1560300137,0
532541,1521073720,0
532177,1531902226,0
532062,1571994397,9
532165,1560692242,0
532031,1569400561,14
532546,1537106946,0
532442,1556437852,0
532653,1547158258,0
532654,1547158362,0
532166,1550226625,0
532342,1529838781,0
532533,1557473554,0
531985,1555613259,0
532142,1528294571,0
532284,1563169696,1
532011,1523159563,0
532166,1565176902,2
532056,1552401814,0
532160,1566092007,2
532036,1558654366,0
532018,1572437383,6
532352,1524708790,0
532059,1553591797,0
532042,1555560157,0
532064,1568803304,2
532256,1555034377,0
532555,1538968348,0
532073,1566336072,0
532054,1571793207,0
532620,1545533928,0
532130,1541180611,0
531991,1562257317,0
532142,1551365701,0
532543,1543031963,0
532621,1545534988,0
532020,1559728890,0
532386,1560300221,0
532027,1569014842,12
532542,1521074401,0
531990,1558901670,0
532177,1535615799,0
532501,1540305493,0
532024,1552711596,0
532093,1567743113,9
532026,1564757179,19
532101,1569775103,11
532118,1570537180,0
532547,1537107099,0
532655,1547159724,0
532167,1550226960,0
532656,1547160040,0
532534,1557473612,0
532343,1529838964,0
532443,1556438552,0
532012,1523159866,0
532013,1523159883,0
532037,1558654517,0
532143,1528295474,0
532285,1563169997,1
532166,1560693864,0
532060,1553592039,0
532353,1524709298,0
532167,1565177299,1
532178,1531902425,0
532055,1571793234,0
532622,1545535464,0
532387,1560300236,0
532143,1551367568,0
532388,1560300256,0
532257,1555034769,0
532161,1566092606,5
532544,1543034381,0
531987,1564427200,1
532556,1538969226,0
532021,1559729139,0
532019,1572441207,34
532019,1555426063,0
532178,1535616194,0
532025,1552712857,0
532502,1540306528,0
532131,1541180778,0
532094,1567743132,0
532063,1571995575,1
531991,1558902736,0
532179,1535618379,0
532074,1566336346,2
532168,1550227103,0
531992,1558903007,0
532168,1565179399,18
532038,1558654756,0
532543,1521076278,0
532444,1556438612,0
532027,1564757385,2
531992,1562258176,26
532014,1523160083,0
532344,1529839516,0
532144,1528295916,0
532548,1537107546,0
532061,1553592175,0
532032,1569401548,32
532623,1545535559,0
532624,1545535634,0
532144,1551367860,0
532179,1531902629,0
532389,1560300505,0
532354,1524709981,0
532258,1555035638,0
532056,1571793277,0
532545,1543035323,0
532286,1563170851,0
532162,1566092749,1
532102,1569775823,3
532065,1568804438,5
532043,1555561234,0
532022,1559729174,0
532557,1538969946,0
532028,1569016778,14
532119,1570538140,5
532026,1552712977,0
532132,1541180796,0
532503,1540306741,0
532020,1555426118,0
532057,1552402041,0
532535,1557473793,0
532536,1557473846,0
532537,1557473847,0
532657,1547160901,0
532167,1560698067,0
532169,1550227699,0
532180,1535619458,0
532075,1566336526,2
531993,1558903667,0
532445,1556438796,0
532064,1571995838,0
532028,1564757460,0
532039,1558655413,0
532015,1523160212,0
532062,1553592234,0
532345,1529840000,0
532076,1566336627,0
532549,1537108057,0
532625,1545536451,0
532169,1565179999,10
532390,1560300546,0
532145,1551368348,0
532544,1521077500,0
532259,1555037159,0
532546,1543036166,0
532163,1566092794,1
532355,1524710539,0
532180,1531903274,0
532145,1528296758,0
532103,1569775975,0
532113,1541085979,0
532057,1571793507,1
532033,1569401740,7
532558,1538970726,0
532027,1552713142,0
532287,1563174117,0
532023,1559730375,0
532538,1557473887,0
532539,1557473914,0
532021,1555426473,0
532658,1547161602,0
532659,1547161881,0
532504,1540307907,0
532170,1550228524,0
532133,1541182485,0
532446,1556439277,0
532095,1567744009,3
532063,1553593121,0
532181,1535620838,0
532626,1545537684,0
531993,1562259089,21
532346,1529840593,0
532550,1537108493,0
532040,1558655662,0
532016,1523161735,0
532146,1551368887,0
532168,1560698783,0
532547,1543036343,0
532058,1552402597,0
532391,1560300766,0
532029,1564757642,0
532020,1572441314,24
532164,1566092839,0
532260,1555037857,0
532104,1569776010,0
532545,1521078198,0
532181,1531903947,0
532170,1565180239,2
532356,1524711248,0
532120,1570538780,2
532044,1555561597,0
532146,1528298327,0
531994,1558903877,0
532065,1571996421,3
532077,1566337391,6
531986,1555615113,0
532028,1552713553,0
532034,1569401763,1
532559,1538971030,0
532540,1557474429,0
532058,1571793667,2
532660,1547161963,0
532661,1547162020,0
532022,1555426777,0
532023,1555426779,0
532029,1569018022,12
532447,1556440960,0
532024,1559730998,0
532627,1545538933,0
532182,1535621859,0
532134,1541183298,0
532064,1553594318,0
532041,1558655694,0
532347,1529840743,0
532017,1523161807,0
532551,1537108686,0
532548,1543036584,0
532169,1560698813,0
532059,1552403187,0
532147,1551369664,0
532392,1560300871,0
532096,1567744369,1
532171,1550229740,0
532066,1568806522,18
532021,1572441323,0
532165,1566092949,1
532105,1569776080,0
532357,1524711392,0
532171,1565180299,0
532182,1531904045,0
532546,1521079255,0
532172,1565180332,1
532288,1563175577,24
532261,1555039597,0
532147,1528298529,0
531995,1558904055,0
532121,1570539242,8
532066,1571996763,0
532078,1566337628,4
532029,1552714238,0
532541,1557474510,0
532662,1547162083,0
532663,1547162106,0
532542,1557474560,0
532505,1540307916,0
532024,1555426836,0
532448,1556441493,0
532628,1545539665,0
532629,1545539787,0
532114,1541088576,0
532560,1538971271,0
532183,1535621979,0
532018,1523162313,0
532170,1560698973,0
532549,1543036824,0
532065,1553595894,0
532561,1538971730,0
532393,1560300911,0
532148,1551371704,0
531987,1555615173,0
532060,1552403617,0
532030,1569018222,3
532348,1529841429,0
532172,1550229912,0
532025,1559732457,0
532045,1555562077,0
532022,1572441338,0
532035,1569402220,17
532183,1531904159,0
531994,1562260456,29
532135,1541183715,0
532166,1566093059,2
532106,1569776126,0
532173,1565180419,0
532067,1568806585,0
532547,1521079593,0
532059,1571794181,7
532262,1555039778,0
532042,1558656872,0
532030,1564760479,29
532358,1524711938,0
532543,1557474562,0
532664,1547162620,0
532630,1545540097,0
532148,1528299069,0
532449,1556441833,0
532030,1552714716,0
531996,1558906397,0
532184,1535622039,0
532550,1543036884,0
532552,1537108986,0
532506,1540309528,0
532394,1560300956,0
532149,1551371763,0
532289,1563176262,4
532061,1552404037,0
532019,1523162940,0
532171,1560699128,0
532122,1570539805,7
532173,1550230444,0
532031,1569018314,2
532079,1566338299,17
532349,1529842254,0
532562,1538973103,0
532066,1553597677,0
532026,1559733557,0
531988,1555615294,0
532107,1569776146,0
532080,1566338618,6
532548,1521079628,0
532174,1565180466,0
532136,1541183838,0
532097,1567745329,4
532068,1568806680,2
532023,1572441678,11
532263,1555040797,0
532043,1558657149,0
532046,1555562317,0
532631,1545541266,0
532544,1557474683,0
532024,1572441878,6
532665,1547164900,0
532450,1556442135,0
532551,1543037187,0
532031,1552715256,0
532395,1560301021,0
532396,1560301031,0
532150,1551371942,0
531997,1558906641,0
532507,1540309588,0
532062,1552404602,0
532185,1535624618,0
532174,1550230888,0
532167,1566094290,9
532032,1569018346,0
532264,1555041219,0
532553,1537111567,0
532020,1523164753,0
532359,1524713296,0
532350,1529842710,0
532290,1563176626,5
532351,1529843607,0
532067,1553597857,0
532031,1564762557,0
532184,1531904668,0
532108,1569776164,1
532081,1566338659,0
532036,1569403058,28
532549,1521079953,0
532027,1559733874,0
532563,1538978056,0
532137,1541184672,0
532098,1567745386,0
532175,1565180779,6
532069,1568806780,0
532044,1558657276,0
532149,1528299515,0
532632,1545541871,0
532550,1521080272,0
532666,1547164943,0
532032,1552715729,0
532552,1543037964,0
532175,1550232063,0
532223,1560699278,0
532098,1555562361,0
532076,1572443179,36
532202,1551372542,0
532316,1555041338,0
532114,1552404757,0
532502,1556443354,0
532049,1558907296,0
532174,1570540825,9
532237,1535625578,0
532605,1537112198,0
532111,1571794742,5
532403,1529843695,0
532119,1553598657,0
532411,1524714111,0
532133,1566338670,0
532072,1523165254,0
532219,1566094879,3
532448,1560302145,0
532112,1571794782,0
532342,1563177695,2
532160,1569777359,2
532079,1559734169,0
532189,1541184798,0
532596,1557474874,0
532602,1521080380,0
532684,1545543746,0
532604,1543038567,0
532718,1547165982,0
532227,1550232265,0
532096,1558657641,0
532201,1528300211,0
532559,1540310725,0
532224,1560699553,0
532615,1538978575,0
532115,1552404937,0
532503,1556443713,0
532050,1558907311,0
532317,1555042545,0
532084,1552717537,0
532203,1551372761,0
532227,1565181319,3
532150,1567745809,1
532077,1572443318,9
532083,1564762579,26
532238,1535625699,0
532606,1537112671,0
532404,1529844218,0
532175,1570540958,1
532236,1531905272,0
532449,1560302191,0
532450,1560302228,0
532073,1523165573,0
532220,1566094948,1
532046,1562263550,56
532343,1563177736,0
532719,1547166040,0
532685,1545544347,0
532605,1543039198,0
532134,1566338969,5
532597,1557475430,0
532097,1558657876,0
532560,1540310771,0
532120,1553598877,0
532116,1552404998,0
532117,1552405058,0
532504,1556444025,0
532080,1559734399,0
532113,1571794928,1
532098,1558658428,0
532040,1555616257,0
532228,1550233283,0
532204,1551373200,0
532190,1541185258,0
532616,1538978854,0
532085,1552719397,0
532202,1528302412,0
532603,1521081853,0
532405,1529844245,0
532161,1569777878,3
532088,1569403467,10
532451,1560302361,0
532051,1558907956,0
532074,1523166264,0
532228,1565183121,24
532607,1537114386,0
532237,1531906602,0
532084,1564762819,2
532078,1572443678,18
532686,1545545028,0
532239,1535626151,0
532720,1547166472,0
532121,1568807740,11
532606,1543039762,0
532598,1557475488,0
532047,1562263631,0
532505,1556444312,0
532225,1560699692,0
532318,1555042780,0
532344,1563178276,0
532176,1570541260,2
532099,1555564119,0
532121,1553599599,0
532561,1540312137,0
532205,1551373323,0
532135,1566339379,10
532191,1541185477,0
532081,1559735173,0
532136,1566339407,0
532118,1552406617,0
532617,1538979322,0
532406,1529844518,0
532076,1555427617,0
532099,1558659736,0
532412,1524715848,0
532604,1521082754,0
532162,1569778017,1
532086,1552720116,0
532221,1566095124,3
532118,1572001079,17
532075,1523166407,0
532052,1558908087,0
532452,1560302716,0
532608,1537114476,0
532238,1531906806,0
532085,1564762837,1
532229,1565183239,0
532039,1564427747,9
532687,1545546074,0
532721,1547166580,0
532240,1535626394,0
532203,1528303244,0
532079,1572443798,3
532599,1557475672,0
532607,1543040724,0
532506,1556445029,0
532048,1562263866,0
532041,1555616711,0
532122,1568807978,3
532226,1560700073,0
532151,1567747489,17
532114,1571795554,7
532319,1555043317,0
532122,1553599701,0
532320,1555043352,0
532206,1551373504,0
532562,1540312499,0
532192,1541185518,0
532229,1550235627,0
532082,1559735429,0
532119,1552406960,0
532345,1563180080,0
532137,1566339530,1
532407,1529844870,0
532089,1569404122,13
532618,1538980042,0
532087,1552720537,0
532100,1558660235,0
532605,1521082903,0
532413,1524716864,0
532163,1569778146,1
532101,1558660281,0
532076,1523166547,0
532609,1537114514,0
532453,1560302777,0
532239,1531907764,0
532086,1564763059,1
532100,1555565437,0
532053,1558908796,0
532034,1562534656,28
532230,1565183659,2
532177,1570542909,9
532166,1541089529,0
532722,1547167121,0
532688,1545547526,0
532608,1543040843,0
532689,1545547721,0
532507,1556445273,0
532080,1572443819,1
532600,1557476022,0
532204,1528305030,0
532049,1562264085,0
532152,1567747557,0
532241,1535629545,0
532123,1553599914,0
532207,1551373626,0
532193,1541185601,0
532230,1550236142,0
532321,1555043733,0
532563,1540312768,0
532408,1529845121,0
532083,1559735799,0
532088,1552720581,0
532619,1538980380,0
532115,1571795678,1
532222,1566095845,10
532454,1560302843,0
532138,1566339636,4
532610,1537114649,0
532414,1524718075,0
532077,1523166842,0
532240,1531907891,0
532123,1568808625,9
532087,1564763084,0
532119,1572003160,21
532090,1569404258,6
532227,1560702981,0
532606,1521083513,0
532120,1552409617,0
532054,1558908856,0
532164,1569778480,2
532102,1558660941,0
532040,1564427813,0
532346,1563181217,19
532101,1555566517,0
532042,1555618533,0
532035,1562534709,0
532178,1570542938,0
532077,1555428343,0
532690,1545548651,0
532723,1547167582,0
532609,1543041384,0
532691,1545549588,0
532601,1557476251,0
532050,1562264209,0
532084,1559735834,0
532089,1552720658,0
532194,1541185870,0
532409,1529845226,0
532564,1540312994,0
532124,1553600317,0
532231,1565185459,17
532205,1528306158,0
532231,1550238122,0
532208,1551374834,0
532455,1560302963,0
532508,1556445639,0
532322,1555044919,0
532611,1537114810,0
532620,1538981910,0
532078,1523167222,0
532139,1566339860,3
532242,1535631105,0
532415,1524720291,0
532241,1531909444,0
532223,1566096559,4
532124,1568809000,2
532121,1552409797,0
532228,1560703338,0
532607,1521084836,0
532088,1564763959,9
532103,1558661976,0
532116,1571796092,2
532055,1558909350,0
532167,1541090898,0
532091,1569404675,19
532165,1569778884,2
532347,1563181432,2
532153,1567747969,8
532120,1572003633,5
532102,1555566578,0
532036,1562534944,0
532081,1572446018,89
532179,1570543187,1
532724,1547167641,0
532692,1545550091,0
532602,1557476342,0
532610,1543041863,0
532090,1552720762,0
532085,1559735975,0
532051,1562264216,0
532693,1545550911,0
532694,1545550969,0
532410,1529846828,0
532125,1553601433,0
532206,1528306168,0
532195,1541186610,0
532209,1551375482,0
532323,1555045300,0
532612,1537115710,0
532232,1550240163,0
532621,1538982186,0
532079,1523167657,0
532242,1531909555,0
532243,1535631274,0
532416,1524720609,0
532122,1552409977,0
532224,1566096687,2
532229,1560703413,0
532608,1521085068,0
532456,1560304958,0
532104,1558661988,0
532089,1564764019,0
532056,1558909404,0
532168,1541091048,0
532509,1556447673,0
532348,1563181763,3
532169,1541091734,0
532037,1562534954,0
532170,1541091779,0
532140,1566340711,9
532092,1569405098,13
532166,1569779544,1
532611,1543041923,0
532612,1543042043,0
532091,1552721076,0
532565,1540313128,0
532180,1570543203,0
532695,1545551424,0
532725,1547168421,0
532126,1553601638,0
532232,1565187379,33
532603,1557476509,0
532052,1562264261,0
532196,1541186718,0
532210,1551376264,0
532086,1559736514,0
532411,1529847248,0
532324,1555045951,0
532080,1523167914,0
532244,1535631595,0
532622,1538985535,0
532245,1535631638,0
532613,1537116906,0
532123,1552411477,0
532417,1524720875,0
532230,1560703758,0
532121,1572003955,1
532082,1572446331,7
532243,1531910155,0
532233,1550241607,0
532207,1528307079,0
532609,1521086149,0
532510,1556447697,0
532117,1571796220,2
532171,1541091799,0
532038,1562534979,0
532057,1558910896,0
532105,1558662377,0
532103,1555566817,0
532078,1555428759,0
532696,1545551809,0
532457,1560307122,0
532127,1553601659,0
532726,1547168740,0
532613,1543042163,0
532566,1540313260,0
532092,1552721376,0
532349,1563182776,6
532093,1569405280,5
532167,1569779620,1
532141,1566341119,2
532604,1557477064,0
532081,1523167983,0
532082,1523168007,0
532325,1555046075,0
532197,1541187018,0
532225,1566096713,0
532246,1535631680,0
532053,1562264496,0
532412,1529848140,0
532124,1552411597,0
532231,1560703768,0
532087,1559736548,2
532418,1524721244,0
532614,1537117765,0
532413,1529848468,0
532623,1538986476,0
532043,1555619539,0
532244,1531910861,0
532208,1528307676,0
532234,1550241962,0
532172,1541091858,0
532039,1562534979,0
532211,1551377583,0
532233,1565188102,10
532058,1558911575,0
532106,1558663097,0
532610,1521088726,0
532697,1545552794,0
532698,1545552985,0
532614,1543043185,0
532567,1540313267,0
532093,1552721618,0
532128,1553602057,0
532727,1547170604,0
532728,1547170660,0
532350,1563182886,2
532611,1521089108,0
532326,1555047163,0
532247,1535631701,0
532054,1562264516,0
532142,1566341220,3
532083,1523168288,0
532458,1560307576,0
532125,1552411959,0
532511,1556448140,0
532198,1541187618,0
532414,1529848544,0
532083,1572447657,47
532094,1569405337,2
532615,1537118450,0
532129,1553603322,0
532624,1538987160,0
532419,1524721796,0
532130,1553603816,0
532125,1568813020,41
532168,1569779920,0
532181,1570544678,8
532245,1531911205,0
532040,1562534999,0
532209,1528307978,0
532118,1571796659,5
532235,1550242922,0
532107,1558663217,0
532699,1545553165,0
532232,1560704062,4
532059,1558911737,0
532212,1551379384,0
532090,1564766419,38
532094,1552722570,0
532729,1547170721,0
532605,1557477215,0
532615,1543043604,0
532084,1523168299,0
532143,1566341248,0
532248,1535632093,0
532512,1556448570,0
532612,1521090083,0
532616,1543044504,0
532104,1555567297,0
532415,1529849533,0
532568,1540314587,0
532327,1555047334,0
532226,1566096865,0
532616,1537118756,0
532088,1559737234,0
532234,1565188819,8
532625,1538987324,0
532126,1552412017,0
532199,1541189358,0
532131,1553603871,0
532173,1541094209,0
532459,1560309327,0
532420,1524723120,0
532084,1572447680,8
532095,1569405578,6
532055,1562265076,34
532246,1531911422,0
532126,1568813048,1
532169,1569780235,3
532210,1528308290,0
532182,1570544798,0
532041,1562535244,0
532236,1550242981,0
532700,1545553812,0
532108,1558663254,0
532233,1560704219,0
532213,1551379553,0
532044,1555619913,0
532730,1547171020,0
532085,1523168399,0
532513,1556448697,0
532351,1563182956,3
532249,1535632105,0
532731,1547171362,0
532606,1557477548,0
532095,1552722816,0
532613,1521090773,0
532119,1571796820,2
532144,1566341486,2
532416,1529849975,0
532328,1555047517,0
532569,1540314841,0
532105,1555567357,0
532089,1559737313,0
532617,1537119278,0
532060,1558913481,0
532227,1566096949,0
532122,1572006194,5
532132,1553604475,0
532200,1541189418,0
532626,1538988151,0
532091,1564767739,0
532235,1565188999,3
532460,1560309437,0
532085,1572447850,2
532421,1524725026,0
532247,1531911446,0
532701,1545554473,0
532211,1528308594,0
532234,1560704223,0
532627,1538989390,0
532237,1550243643,0
532127,1568813293,0
532514,1556448706,0
532086,1523168585,0
532617,1543045584,0
532127,1552413397,0
532056,1562265456,0
532628,1538991490,0
532250,1535632341,0
532057,1562265476,0
532607,1557478250,0
532614,1521090899,0
532042,1562535689,0
532629,1538992047,0
532417,1529850036,0
532109,1558664141,0
532043,1562535754,0
532618,1537119306,0
532329,1555048417,0
532045,1555619975,0
532120,1571796927,2
532228,1566097061,1
532145,1566341757,3
532061,1558913984,0
532201,1541189433,0
532090,1559738677,0
532214,1551380107,0
532212,1528308608,0
532170,1569780862,6
532235,1560704384,0
532248,1531911581,0
532702,1545555747,0
532236,1565189086,2
532238,1550243767,0
532515,1556448875,0
532618,1543045939,0
532183,1570545562,4
532092,1564767860,15
532128,1552413499,0
532732,1547171801,0
532096,1552722997,0
532058,1562265481,0
532615,1521090916,0
532087,1523169327,0
532352,1563183196,3
532133,1553604817,0
532608,1557478350,0
532418,1529850315,0
532422,1524725087,0
532516,1556449593,0
532128,1568813602,1
532044,1562535829,0
532110,1558664489,0
532619,1537119964,0
532330,1555050153,0
532630,1538993146,0
532046,1555619994,0
532251,1535632986,0
532062,1558914016,0
532091,1559738732,0
532249,1531913987,0
532215,1551380321,0
532703,1545556167,0
532239,1550243784,0
532704,1545556292,0
532106,1555568197,0
532619,1543046605,0
532202,1541191001,0
532236,1560704554,0
532229,1566097534,3
532733,1547173140,0
532097,1552725338,0
532616,1521091069,0
532609,1557478594,0
532088,1523169981,0
532134,1553604854,0
532129,1552414999,0
532570,1540315228,0
532419,1529850773,0
532041,1564431048,16
532461,1560311550,2
532517,1556450132,0
532423,1524725521,0
532620,1537120446,0
532631,1538993290,0
532353,1563183496,1
532213,1528308764,0
532331,1555050455,0
532111,1558664977,0
532086,1572448705,16
532129,1568813668,0
532121,1571797056,1
532705,1545556359,0
532216,1551380768,0
532063,1558914196,0
532252,1535634278,0
532250,1531914771,0
532047,1555620044,0
532240,1550245020,0
532184,1570546240,4
532620,1543046904,0
532096,1569408099,40
532237,1560704704,0
532734,1547173242,0
532610,1557478693,0
532611,1557478702,0
532203,1541191278,0
532135,1553605074,0
532617,1521091203,0
532571,1540315260,0
532612,1557479059,0
532098,1552729099,0
532354,1563185553,0
532420,1529851090,0
532237,1565190079,25
532059,1562266276,27
532092,1559740891,0
532107,1555568377,0
532171,1569781765,4
532093,1564769119,15
532146,1566343288,19
532045,1562535879,47
532123,1572007540,11
532518,1556450553,0
532632,1538993410,0
532112,1558665015,0
532332,1555051953,0
532621,1537120686,0
532424,1524725744,0
532214,1528309038,0
532462,1560312638,0
532706,1545556406,0
532064,1558914316,0
532217,1551381122,0
532087,1572449018,7
532241,1550245349,0
532251,1531915063,0
532042,1564432068,3
532621,1543047566,0
532130,1568814126,3
532130,1552415317,0
532089,1523170557,0
532735,1547174263,0
532230,1566097597,0
532238,1560704865,0
532613,1557479393,0
532572,1540315322,0
532099,1552729879,0
532136,1553605912,0
532421,1529851107,0
532185,1570546718,3
532618,1521091427,0
532619,1521091430,0
532204,1541191651,0
532060,1562266285,0
532238,1565190379,4
532093,1559741072,0
532253,1535634592,0
532097,1569408444,7
532355,1563187288,0
532094,1564769207,0
532147,1566343367,2
532046,1562535988,3
532172,1569782230,5
532633,1538993424,0
532094,1559742377,0
532333,1555052077,0
532707,1545557171,0
532065,1558914556,0
532622,1537120996,0
532425,1524725892,0
532113,1558665874,0
532252,1531915272,0
532242,1550245561,0
532218,1551382561,0
532622,1543048708,0
